id,title,author,cover,price,categories,sales,stock,synopsis
30,LA MECANOGRAFA DE HITLER,TERESA HARRIS,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657797/proyecto13/laMecanografaDeHitler_eaorwm.jpg,12.25,3,785,652,EL SECRETO QUE HABRÍA PODIDO DESTRUIR AL FÜHRER Y CAMBIAR EL CURSO DE LA HISTORIAEnero; 1939. Katja Heinz acaba de comenzar a trabajar como asistente del doctor Viktor y su principal tarea consiste en mecanografiar las notas médicas resultantes de sus sesiones. Tras la Gran Guerra; el doctor trató a numerosos soldados que sufrían trastornos psicológicos: Adolf Hitler fue uno de ellos.Las notas del cuaderno original declaran que Hitler no era apto para liderar ni gobernar. Un secreto que; de salir a la luz; podría destruir la reputación del Führer y cambiar el curso de la guerra. Con el cuaderno escondido en una sombrerera; Katja y el doctor Viktor viajan a París; donde esperan dar con un editor lo suficientemente valiente como para atreverse a publicar el controvertido manuscrito.Pero Katja está siendo vigilada. Y quienes han descubierto su plan no se detendrán hasta lograr destruir el cuaderno y silenciar a todos aquellos que conozcan su secreto./Una cautivadora historia sobre la Segunda Guerra MundialLas lectoras han dicho:9733;9733;9733;9733;9733; «Increíble; con unos personajes de los que es imposible no enamorarse.»9733;9733;9733;9733;9733; «La mezcla perfecta de suspense; acción y amor. ¡La recomiendo encarecidamente!»9733;9733;9733;9733;9733; «Destaca por encima de otros libros de su género.»9733;9733;9733;9733;9733; «No podía parar de leer.»9733;9733;9733;9733;9733; «Asombrosa. Sorprende de la primera a la última página.»
31,EL ESTRECHO SENDERO ENTRE DESEOS,PATRICK ROTHFUSS,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657779/proyecto13/ElEstrechoSenderoEntreDeseos_fojm5e.jpg,20.80,4,965,14,Si hay algo que Bast sabe hacer es negociar. Verlo hacer un trato es ver trabajar a un artista...; pero incluso el pincel de un maestro puede errar. Sin embargo; cuando recibe un regalo y lo acepta sin ofrecer nada a cambio; su mundo se tambalea. Pues; aunque sabe regatear; no sabe deberle nada a nadie./Desde el amanecer a la medianoche; durante el transcurso de un día; seguiremos al fae más encantador de la Crónica del Asesino de Reyes mientras baila con el peligro una y otra vez con asombrosa gracilidad./El estrecho sendero entre deseos es la historia de Bast. En ella; nuestro protagonista sigue a su propio corazón; aunque sea en contra de su buen juicio. Porque; al fin y al cabo; ¿de que sirve la cautela si lo mantiene a uno alejado de la aventura y del placer?
32,EL FAMILIAR,LEIGH BARDUGO,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657779/proyecto13/ElFamiliar_izwrah.jpg,23.27,4,147,25,En una casa destartalada de la nueva capital del reino; Madrid; Luzia Cotado usa magia para sobrellevar sus interminables días trabajando como sirvienta en la cocina. Pero cuando su señora descubre la habilidad secreta de Luzia para conseguir pequeños milagros; le exige que use ese don para mejorar la posición social de la familia./Lo que comienza siendo un simple entretenimiento para la aburrida nobleza se vuelve peligroso cuando Luzia atrae la atención de Antonio Pérez; el secretario del rey de España. Tras la derrota de su armada; el rey está desesperado por conseguir alguna ventaja en la guerra contra la reina de Inglaterra. Y Antonio; cuya reputación ha sufrido un tremendo revés; no se detendrá ante nada para recuperar el favor del rey./Decidida a aprovechar esta oportunidad para mejorar su vida; Luzia se sumerge en un mundo de videntes y alquimistas; de hombres santos y estafadores; donde la línea entre la magia; la ciencia y el fraude nunca está clara. Pero a medida que su fama crece; también aumenta el riesgo de que su sangre judía la condene a la ira de la Inquisición. Para sobrevivir deberá hacer lo impensable: valerse de la ayuda de Guillén Santángel; un familiar inmortal un poco amargado que guarda secretos que podrían resultar letales para ambos.
33,LA REPÚBLICA DEL DRAGÓN,R. F. KUANG,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657799/proyecto13/laRepublicaDelDragon_khfceu.jpg,22.80,4,852,24,La guerra ha acabado./Y una nueva guerra acaba de empezar./Tres veces a lo largo de su historia; Nikan ha luchado por su supervivencia en las sangrientas Guerras de la Amapola. Aunque la tercera acaba de terminar; Rin no puede olvidar la atrocidad que cometio´ para salvar a su pueblo. Ahora esta´ tratando de librarse de su culpa; de su adiccio´n al opio y de las o´rdenes asesinas del ardiente Fe´nix; el dios vengativo que ha bendecido a Rin con su temible poder./Aunque no quiere seguir viviendo; se niega a morir hasta vengarse de la Emperatriz; que traiciono´ a la que fue la tierra natal de Rin. Su u´nica esperanza es unir fuerzas con el poderoso jefe militar del Dragón; que planea conquistar Nikan; derrocar a la Emperatriz y crear una nueva repu´blica./Pero ni la Emperatriz ni el jefe militar del Drago´n son lo que parecen. Cuantas ma´s atrocidades presencia Rin; ma´s teme que su amor por Nikan la obligue a usar el apocalíptico poder del Fe´nix una vez ma´s./Porque Rin está dispuesta a sacrificar lo que haga falta para salvar a su pai´s… y para conseguir su venganza.
34,EL HOMBRE ILUMINADO,BRANDON SANDERSON,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657781/proyecto13/elHombreIluminado_yiqrhf.jpg,25.55,4,365,23,Hace años tenía compañeros de armas y una causa en la que creer; pero ahora el hombre que se hace llamar Nómada solo conoce la vida a la fuga. Obligado a saltar de un mundo a otro en el Cosmere cada vez que la implacable Brigada Nocturna le gana demasiado terreno; Nómada acaba en un nuevo planeta y de inmediato se ve implicado en la trifulca entre un tirano y los rebeldes que solo pretenden evitar que los conviertan en esclavos sin mente. Y todo bajo la amenaza constante de un amanecer cuyo calor derrite la misma piedra. Incapaz de comprender su idioma; ¿sabrá navegar el conflicto y obtener el suficiente poder para saltar fuera del planeta antes de que su mente o su cuerpo paguen el precio definitivo?
35,EL POZO DE LA ASCENSION,BRANDON SANDERSON,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657783/proyecto13/elPozoDeLaAscension_aklfzr.jpg,28.40,4,654,0,La saga Nacidos de la Bruma (Mistborn) es una obra imprescindible del  Cosmere; el universo destinado a dar forma a la serie más extensa y fascinante jamás escrita en el ámbito de la fantasía épica./Durante mil años nada ha cambiado: han caído las cenizas; los skaa han  sido esclavizados y el Lord Legislador ha dominado el mundo. Pero lo  imposible ha sucedido. El Lord Legislador ha muerto. Sin embargo; vencer  y matarlo fue la parte sencilla. El verdadero desafío será sobrevivir a las consecuencias de su caída./Tomar el poder tal vez resultó fácil; pero ¿qué ocurre después?; ¿cómo  se utiliza? La tarea de reconstruir el mundo; ahora que Kelsier no está;  ha quedado en manos de Vin. Y las brumas; desde que el Lord Legislador cayó; se han vuelto cada vez más impredecibles.../A medida que el asedio se intensifica; la antigua leyenda del Pozo de la Ascensión ofrece un único rayo de esperanza./En ese mundo de aventura épica; la estrategia política y religiosa debe  lidiar con los siempre misteriosos poderes de la alomancia...
36,DANZA DE DRAGONES,GEORGE R.R. MARTIN,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657776/proyecto13/DanzaDeDragones_gcchp8.jpg,28.40,4,3650,147,«Mata al niño; Jon Nieve. El invierno se nos echa encima. Mata al niño y que nazca el hombre.»/La victoria de los leones Lannister ha dejado tras de sí un interminable reguero de sangre: lord Tywin yace enterrado; asesinado por mano de su propio hijo; la reina Cersei está encadenada y el pequeño rey Tommen ocupa un trono que podría matarlo. El destino de Poniente pende de un hilo./En el Muro; Jon Nieve se ve obligado a consolidar por la espada su rango como lord comandante de la Guardia de la Noche. Mientras; al otro lado del mar Angosto; Daenerys Targaryen; la Madre de Dragones; defiende su dominio contra hordas de enemigos tanto viejos como nuevos./Tras huir a las Ciudades Libres; el parricida Tyrion Lannister podría ser la clave para que la sangre del dragón; que nunca llegó a extinguirse por completo; resurja. No obstante; todo esfuerzo tal vez resulte ser en vano. Porque ahora; verdaderamente... se acerca el invierno.
37,FESTÍN DE CUERVOS,GEORGE R.R. MARTIN,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657787/proyecto13/FestionDeCuervos_xhmr9a.jpg,26.50,4,6500,41,«—¿Qué es lo que más desea nuestrocorazón? —preguntó Arianne; entrecerrando los ojos./—Venganza. —Hablaba en voz baja; como si temiera que pudieran oírlo—. Justicia.»/Entre campos de batalla llenos de fantasmas y lúgubres fortalezas en ruina; entre ciudades convertidas en cementerios y tierras reducidas a osarios; la guerra de los Cinco Reyes toca a su fin./La casa Lannister y sus aliados parecen haber salido victoriosos. Sin embargo; algo se remueve en las entrañas de los Siete Reinos y; mientras cuervos en forma humana se dan un festín de cenizas; se forjan nuevas alianzas y complots./Pero incluso en esta paz del rey; aparentemente consolidada; fuerzas inesperadas se preparan para lanzar un ataque sangriento. Los hombres del hierro; liderados por Ojo de Cuervo; herederos de un culto olvidado; atacan al suroeste; obligando al Trono de Hierro a enfrentarse a un desafío sin precedentes./Y de las brumas de un recuerdo enterrado hace mucho; una profecía siniestra amenaza la soberanía de la reina Cersei...
38,JURAMENTADA,BRANDON SANDERSON,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657791/proyecto13/juramentada_wqp5i6.jpg,33.15,4,4785,52,La humanidad se enfrenta a una nueva Desolación con el regreso de los  Portadores del Vacío; un enemigo tan grande en número como en  sed de  venganza. La victoria fugaz de los ejércitos alezi de Dalinar Kholin ha tenido consecuencias: el enemigo parshendi ha convocado la violenta tormenta eterna; que arrasa el mundo y hace que los hasta ahora pacíficos parshmenios descubran con horror que llevan un milenio esclavizados por los humanos. Al mismo tiempo; en una desesperada huida para alertar a su familia de la amenaza; Kaladin se pregunta si la repentina ira de los parshmenios está justificada./Entretanto; en la torre de la ciudad de Urithiru; a salvo de la  tormenta; Shallan Davar investiga las maravillas de la antigua fortaleza de los Caballeros Radiantes y desentierra oscuros secretos que acechan en las profundidades. Dalinar descubre entonces que su sagrada misión de unificar su tierra natal de Alezkar era corta de miras. A menos que todas las naciones sean capaces de unirse y dejar de lado el pasado sangriento de Dalinar; ni siquiera la restauración de los Caballeros Radiantes conseguirá impedir el fin de la   civilización.
39,TRENZA DEL MAR ESMERALDA,BRANDON SANDERSON,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657814/proyecto13/trenzaDelMarEsmeralda_khbl7q.jpg,25.55,4,471,558,En su isla natal sobre un océano verde esmeralda; la única vida que Trenza conoce es sencilla; marcada por el placer de coleccionar las tazas que traen los marineros de tierras lejanas y escuchar las historias que le cuenta su amigo Charlie. Pero cuando el padre de Charlie se lo lleva en barco para buscarle esposa y sucede una catástrofe; Trenza deberá colarse como polizona en un barco y partir en busca de la hechicera que habita en el mortífero mar de Medianoche. Sobre unos océanos de esporas repletos de piratas; ¿podrá Trenza abandonar su tranquila vida y crearse un lugar en un océano donde una sola gota puede significar la muerte instantánea?
40,EL HEROE DE LAS ERAS,BRANDON SANDERSON,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657780/proyecto13/elheroeDeLasHeras_rjlloa.jpg,28.40,4,784,25,"La saga Nacidos de la Bruma (Mistborn) es una obra imprescindible del  Cosmere; el universo destinado a dar forma a la serie más extensa y fascinante jamás escrita en el ámbito de la fantasía épica./Durante mil años nada ha cambiado: han caído las cenizas; los skaa han  sido esclavizados y el Lord Legislador ha dominado el mundo. Kelsier; el  ""superviviente""; el único que ha logrado huir de los Pozos de Hathsin;  junto a Vin; una pobre chica skaa; se une a la rebelión. Y por fin lo  imposible sucede: por fin la revolución ha triunfado. Pero acabar con el  Lord Legislador es la parte sencilla. El verdadero desafío consistirá en  sobrevivir a las consecuencias de su caída... sin Kelsier./Vin y el Rey Elend buscan en los últimos escondites de recursos del Lord  Legislador y; engañado; el Rey libera del Pozo de la Ascensión algo que  debería haber quedado oculto para siempre. Un enorme peligro acecha a la  humanidad; y la verdadera pregunta es si conseguirán detenerlo a tiempo./EnEl héroe de las erasse comprende el porqué de la niebla y las  cenizas; las tenebrosas acciones del Lord Legislador y la naturaleza del  Pozo de la Ascensión. Esta aventura lleva a la trilogía a un clímax dramático y sorprendente."
41,EXHALACION,TED CHIANG,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657786/proyecto13/exhalacion_hcpmuq.jpg,21.37,5,742,25,¿Qué pasaría si un inocente juguete dinamitara nuestra noción de libre albedrío? ¿Y si fuera posible ponerse en contacto con versiones de nosotros mismos en otras líneas temporales? No importa cuál sea el tema que trate Ted Chiang en sus narraciones; siempre demuestra una formidable habilidad para indagar en los enigmas de la condición humana y abordar los conflictos éticos que la relación con la tecnología plantea en nuestra existencia; desde una perspectiva abiertamente positiva y vitalista. Reveladores; elegantes y sorprendentes; los relatos de Exhalación sitúan a Ted Chiang entre los autores indiscutibles de la literatura estadounidense actual.
42,EL DIARIO DE ELISEO,J. J. BENITEZ,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657778/proyecto13/elDiarioDeEliseo_jijmss.jpg,14.25,5,654,1,Eliseo; segundo piloto de la operación secreta Caballo de Troya; se une al grupo del Maestro y los acompaña durante dos años y tres meses; asistiendo a conversaciones y prodigios que no constan en los textos evangélicos./Pero su verdadera misión es otra.
43,PROYECTO HAIL MARY,ANDY WEIR,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657808/proyecto13/proyectoHailMary_dmlqtw.jpg,21.75,5,636,10,UN ÚNICO ASTRONAUTA./UNA MISIÓN IMPOSIBLE./UN ALIADO QUE JAMÁS HABRÍA IMAGINADO./Ryland Grace es el único superviviente en una misión desesperada. Es la  última oportunidad y; si fracasa; la humanidad y la Tierra misma perecerán./Claro que; de momento; él no lo sabe. Ni siquiera puede recordar su  propio nombre; y mucho menos la naturaleza de su misión o cómo llevarla a cabo./Lo único que sabe es que ha estado en coma inducido durante mucho mucho   tiempo. Acaba de despertar y se encuentra a millones de kilómetros de su hogar; sin más compañía que la de dos cadáveres./Muertos sus compañeros de tripulación; y a medida que va recuperando  confusamente los recuerdos; Grace se da cuenta de que se enfrenta a una  misión imposible. Recorriendo el espacio en una pequeña nave; depende de  él acabar con una amenaza de extinción para nuestra especie./Sin apenas tiempo y con el ser humano más cercano a años luz de distancia; habrá de conseguirlo estando completamente solo./¿O no?
44,PLANILANDIA,EDWIN A. ABBOTT,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657807/proyecto13/planilandia_kubpjq.jpg,10.45,5,477,32,¿Cómo podría una criatura limitada a dos dimensiones captar la posibilidad de una tercera?La divertida y entrañable novela de muchas dimensiones de Edwin A. Abbott explora este enigma en las vivencias de suprotagonista; un cuadrado; cuyo mundo lineal es invadido por una esfera emisaria que anunciaba el evangelio de la terceradimensión en la vísperas del nuevo milenio. Parte lección de geometría; parte sátira social; esta obra clásica de cienciafi cción logra; con brillantez; ampliar la imaginación de todos los lectores más allá de los límites de nuestros prejuiciosdimensionales respectivos. En un mundo donde la clase está determinada por la cantidad de lados que posees; y las mujeresson líneas rectas; las perspectivas de la iluminación son ilimitadas; y las hipótesis de Abbott sobre una cuarta y másaltas dimensiones son sorprendentemente relevantes; aún hoy en día; por las cuestiones atemporales que plantea sobrelos límites de nuestra percepción y conocimiento.
45,LA CAÍDA DEL LEVIATÁN,JAMES S. A. COREY,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657793/proyecto13/laCaidaDelLeviatan_vxxo5f.jpg,21.75,5,125,32,El imperio de Laconia ha caído y los mil trescientos sistemas planetarios han logrado liberarse del gobierno de Winston Duarte. Pero el antiguo enemigo que acabó con los constructores de las puertas ha despertado; y la guerra contra nuestro universo ha vuelto a comenzar./En el sistema muerto de Adro; Elvi Okoye lidera una misión científica casi imposible con el objetivo de comprender qué eran los constructores y qué fue lo que acabó con ellos; aunque eso signifique ponerse en peligro a sí misma y a los niños híbridos; los sujetos medio alienígenas medio humanos de su investigación. Entretanto; la coronel Aliana Tanaka se dedica a buscar a la hija desaparecida de Duarte por la inmensidad de la galaxia… y también al mismísimo y destrozado emperador. Y; en la Rocinante; James Holden y su tripulación se afanan por crear un futuro para la humanidad a partir de los vestigios y las ruinas de lo que antaño existió./Así pues; mientras unas fuerzas casi inimaginables se preparan para aniquilar la humanidad; Holden y un grupo de aliados imposibles dan al fin con una última y desesperada oportunidad para unirla con la promesa de una vasta civilización galáctica libre de guerras; facciones; mentiras y secretos; en caso de que consigan la victoria. Pero el precio a pagar por ella puede ser mayor que el coste de la derrota.
46,LA QUEMA DE CIBOLA,JAMES S. A. COREY,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657799/proyecto13/laQuemaDeCibola_xei3sz.jpg,20.81,5,41,360,Las puertas han abierto el camino a miles de nuevos mundos y la fiebre  de la colonización se ha desatado. Los colonos buscan una nueva vida  lejos de los planetas natales de la humanidad. Ilo; la primera colonia  humana en esta gran nueva frontera; nace entre sangre y fuego./Los colonos independientes se sublevan contra el poder arrollador de una  nave colonial corporativa; cargados únicamente con su determinación; su  valor y las habilidades adquiridas en las largas guerras en casa.  Científicos inocentes mueren masacrados tratando de estudiar el funcionamiento de un mundo nuevo y extraño./James Holden y el resto de la tripulación de su pequeña nave son  enviados para sembrar la paz en plena guerra y el sentido común en mitad  del caos. Sin embargo; cuanto Holden más analiza la situación; más se convence de que la misión estaba destinada a fracasar./Los susurros de un hombre muerto le recuerdan que la gran civilización  galáctica que antaño existió en esas tierras ha desaparecido. Y que algo acabó con ella.
47,CONSECUENCIAS NATURALES,ELIA BARCELO,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657776/proyecto13/conscuenciasNaturales_cxtarc.jpg,15.20,5,741,21,"""Unos cuantos siglos en el futuro; las y los habitantes de la Tierra han alcanzado muchas metas deseadas: bien en materia de viajes espaciales; bien en sus políticas de igualdad entre hombres y mujeres; presentes en todos los ámbitos de la sociedad y el idioma. Además; lejos de estar solos en la galaxia; parece que hay varias especies humanoides; entre las que se encuentran los misteriosos y reservados Xhroll./El contrapunto a todos estos progresos es el teniente Andrade; miembro de la tripulación de la nave donde se dará el primer contacto entre terrícolas y Xhroll. Su intención: ser el primero en acostarse con una de las hembras de otra raza alienígena. Este primer contacto traerá consigo unas consecuencias inimaginables para ambas razas./Combinando humor ácido en una trama de apariencia ligera; y en diálogo constante con los prejuicios de nuestra sociedad; «Consecuencias naturales» no solo ilumina el lado oscuro de nuestros roles de género; sino que consagra a Elia Barceló como una de las autoras de la ciencia ficción imprescindibles en nuestra lengua./Aún vigente en su mensaje un cuarto de siglo después de ser escrita; recuperamos este texto esencial de la ciencia ficción feminista en nuestro idioma. Acompaña a esta historia un epílogo de Teresa López-Pellisa; que aporta las claves y el contexto de su publicación."""
48,EL DÍA DEL RELÁMPAGO,J. J. BENITEZ,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657778/proyecto13/ElDiaDelRelampago_vspqxe.jpg,14.25,5,412,3,Tras Caná. Caballo de Troya 9; quedaron muchas incógnitas sin resolver: ¿qué le sucedió al mayor tras su regreso a 1973? ¿Imagina «Rayo Negro»? ¿Fue el general Curtis un traidor?/El día del relámpago. Caballo de Troya 10 es un thriller en el que el lector vivirá 101 días trepidantes. ¿Murió Eliseo? ¿Se hundió la «cuna» en el mar Muerto?/Aunque lo intente; no podrá imaginar lo que sucederá el 29 de agosto de 2027. Tendrá que leerlo (y tampoco). Con este libro; «vivirá lo no vivido»
49,SOY LEYENDA,RICHARD MATHESON,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657813/proyecto13/soyLeyenda_evxbgh.jpg,16.10,5,21,240,Recuperamos el clásico Soy Leyenda; de Richard Matheson; en nuestra colección Minotauro Esenciales./Robert Neville es el único superviviente de una guerra bacteriológica que ha asolado el planeta y convertido al resto de la humanidad en vampiros. Su vida se ha reducido a asesinar el máximo número posible de estos seres sanguinarios durante el día; y a soportar su asedio cada noche. Para ellos; el auténtico monstruo es este hombre que lucha por subsistir en un nuevo orden establecido./Todo un clásico en su género; éste es un perturbador relato sobre la soledad y el aislamiento y una reflexión sobre los binomios como normalidad y anormalidad; bien y mal; que se evidencian como una mera convención derivada del temor y el desconcierto ante lo diferente.
50,FAHRENHEIT 451,RAY BRADBURY,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657787/proyecto13/fahrenheit451_bao5yu.jpg,17.05,5,554,14,El libro más emblemático de Bradbury llega a Minotauro Esenciales. Un clásico de la literatura./Fahrenheit 451: la temperatura a la que el papel se enciende y arde./Guy Montag es un bombero y el trabajo de un bombero es quemar libros; que están prohibidos porque son causa de discordia y sufrimiento./El Sabueso Mecánico del Departamento de Incendios; armado con una letal inyección hipodérmica; escoltado por helicópteros; está preparado para rastrear a los disidentes que aún conservan y leen libros./Como 1984; de George Orwell; como Un mundo feliz; de Aldous Huxley; Fahrenheit 451 describe una civilización occidental esclavizada por los medios; los tranquilizantes y el conformismo./La visión de Bradbury es asombrosamente profética: pantallas de televisión que ocupan paredes y exhiben folletines interactivos; avenidas donde los coches corren a 150 kilómetros por hora persiguiendo a peatones; una población que no escucha otra cosa que una insípida corriente de música y noticias transmitidas por unos diminutos auriculares insertados en las orejas.
51,POBRES CRIATURAS,ALASDAIR GRAY,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657808/proyecto13/pobresCiraturas_w0bvyr.jpg,16.15,6,453,545,Libros Walden publica Pobres criaturas; novela de Alasdair Gray  inencontrable en España desde hace un cuarto de siglo y cuya adaptación  al cine dirigida por Yorgos Lanthimos (Langosta; La favorita o Canino) y  con las interpretaciones de Emma Stone y Willem Dafoe; se alzó con el  León de Oro en el pasado Festival de Venecia y suena como favorita para  los Oscar./¿Quién es la hermosa y apasionada Bella Baxter que ha  cautivado a Archibald McCandless? ¿Es cierta la historia de que es la  sobrina perdida de Godwin Baxter? ¿Qué relación tiene todo esto con el  cadáver sacado del río Clyde? Pobres criaturas es una historia de oscuro  amor y audaces experimentos científicos que conducirán al lector desde  la sala de un quirófano privado en Glasgow pasando por burdeles  parisinos; bajos fondos e iglesias hasta los reputados casinos europeos  donde; cínicos personajes apuestan hasta herirse los dedos./Esta  hilarante a la par que interesante novela; en manos de un gran talento  como el de Alasdair Gray (autor de la magnífica Lanark; entre otras  obras publicadas en España) se convierte en la mejor de las ‘historias  de monstruos’; además de en una sólida y provocadora alegoría política  acerca del deseo del hombre y la independencia de la mujer. 
52,NUESTRA PARTE DE NOCHE,MARIANA ENRIQUEZ,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657805/proyecto13/nuestrParteDeNoche_mjww0d.jpg,23.65,6,764,56,Un padre y un hijo atraviesan Argentina por carretera; desde Buenos Aires hacia las cataratas de Iguazú; en la frontera norte con Brasil. Son los años de la junta militar; hay controles de soldados armados y tensión en el ambiente. El hijo se llama Gaspar y el padre trata de protegerlo del destino que le ha sido asignado. La madre murió en circunstancias poco claras; en un accidente que acaso no lo fue./Como su padre; Gaspar está llamado a ser un médium en una sociedad secreta; la Orden; que contacta con la Oscuridad en busca de la vida eterna mediante atroces rituales. En ellos es vital disponer de un médium; pero el destino de estos seres dotados de poderes especiales es cruel; porque su desgaste físico y mental es rápido e implacable. Los orígenes de la Orden; regida por la poderosa familia de la madre de Gaspar; se remontan a siglos atrás; cuando el conocimiento de la Oscuridad llegó desde el corazón de África a Inglaterra y desde allí se extendió hasta Argentina./El lector encontrará en estas páginas casas cuyo interior muta; pasadizos que esconden monstruos inimaginables; rituales con fieros y extáticos sacrificios humanos; andanzas en el Londres psicodélico de los años sesenta; donde la madre de Gaspar conoció a un joven cantante de aire andrógino llamado David; párpados humanos convertidos en fetiches; enigmáticas liturgias sexuales; la relación entre padres e hijos; con la carga de una herencia atroz; y; de fondo; la represión de la dictadura militar; los desaparecidos y; más adelante; la incierta llegada de la democracia; los primeros brotes del sida en Buenos Aires... El terror sobrenatural se entrecruza con terrores muy reales en esta novela perturbadora y deslumbrante; que consagra a Mariana Enriquez como una escritora fundamental de las letras latinoamericanas del siglo XXI.
53,LA CASA DE LAS SOMBRAS,ADAM NEVILL,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657793/proyecto13/laCasaDeLasSombras_gdojhp.jpg,18.00,6,876,345,"Una novela aterradora./El último trabajo de Catherine terminó mal. El acoso corporativo en una de las principales cadenas de televisión hizo que la despidieran y la obligaran a abandonar Londres; pero estaba decidida a recuperar su vida. Un nuevo trabajo y algunos terapeutas más tarde; las cosas pintan mejor. Especialmente cuando se le presenta un proyecto desafiante: catalogar el alijo salvajemente excéntrico de muñecas y títeres antiguos del difunto M. H. Mason./Lo más raro de todo es que podrá examinar sus elaboradas exhibiciones de animales disecados y disfrazados; que representan escenas sangrientas de la Gran Guerra. Catherine no puede creerse su suerte cuando la anciana sobrina de Mason la invita a quedarse en Red House; donde mantiene la colección hasta que su sobrina la expone al oscuro mensaje de detrás del ""Arte"" de su tío./Catherine intenta concentrarse en el trabajo; pero las visiones de Mason comienzan a generar sombras oscuras de su propio pasado. Sombras que esperaba que la terapia finalmente hubiera borrado. Pronto; las barreras entre la realidad; la cordura y la memoria comienzan a fusionarse y algunas verdades parecen demasiado terribles para ser reales..."
54,UN LUGAR SOLEADO PARA GENTE SOMBRÍA,MARIANA ENRIQUEZ,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657816/proyecto13/unLugarSoleadoParaGenteSombria_wnv8c8.jpg,18.90,6,324,5,Quien ose adentrarse en las páginas de este libro sentirá un escalofrío recorriendole la espina dorsal; y algunas cosas más. Son doce cuentos de horror; doce relatos sobre el horror: sobre el mal que acecha y los monstruos que surgen de pronto en la realidad más cotidiana; en grandes urbes o pequeños pueblos recónditos./En uno de los cuentos; una mujer mantiene a raya a los fantasmas que andan sueltos por un barrio periferico de Buenos Aires; entre ellos; los de su madre muerta de una dolorosa enfermedad; los de unas adolescentes asesinadas en la calle; el de un ladrón pillado en pleno robo y el de un chico que huía de un secuestro expres. En otra historia; una pareja alquila una casa para unas vacaciones en un pueblo que ha ido perdiendo habitantes desde que el tren dejó de pasar; visitan en la estación abandonada la exposición de los perturbadores lienzos de un artista local; pero lo verdaderamente aterrador será conocer al autor de esas pinturas. En otra pieza; los voluntarios de una ONG que reparte comida por barrios marginales son perseguidos poráunos niños de pavorosos ojos negros. En otra; una periodista que investiga la historia de una chica desaparecida en un hotel en Los Çngeles; cuyas espeluznantes imágenes recorrieron internet; acaba enfrentándose a otra
55,HORRORSTOR,GRADY HENDRIX,https://res.cloudinary.com/de2ohcmjr/image/upload/v1709657789/proyecto13/horrorstror_mngbvr.jpg,17.57,6,653,34,Ohio. Cada mañana; los empleados se encuentran destrozados los armarios Kjerring; tiradas por el suelo las lámparas Brooka; y extrañas manchas en los sofás Liripip. Para desvelar este misterio; cinco jóvenes empleados se ofrecen como voluntarios para un largo turno de noche; en el que afrontarán horrores que desafían la imaginación. Una tradicional historia de casas encantadas en un entorno contemporáneo (y repleto de horrores propios de nuestra época).Horrorstor es una novela que viene convenientemente presentada en forma de catálogo completo; con ilustraciones para montar los muebles y otros accesorios más siniestros. ¡Te prometemos que no has visto nada igual!/¡Bienvenidos a Orsk!La tienda sueca de muebles más famosa del mundo esconde un secreto terrorífico.¿Sonidos en la oscuridad? ¿muebles que parecen potros de tortura? ¿laberínticos pasillos? ¿ofertas de morirse? ¡No hay mejor plan para un sábado por la noche que ir a Orsk!
